INFO - MiscDetections\CharacterChangeMenu | Color Check Started |  0xFFFFFF
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x000000 Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x000000 Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x000000 Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x000000 Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0x000000 Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0x000000 Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x000000 Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x000000 Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x000000 Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x000000 Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0x000000 Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0x000000 Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x000000 Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x000000 Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x000000 Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x000000 Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0x000000 Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0x000000 Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x000000 Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x000000 Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x000000 Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x000000 Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0x000000 Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0x000000 Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x000000 Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x000000 Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x000000 Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x000000 Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0x000000 Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0x000000 Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x000000 Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x000000 Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x000000 Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x000000 Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0x000000 Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0x000000 Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x000000 Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x000000 Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x000000 Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x000000 Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0x000000 Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0x000000 Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x000000 Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x000000 Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x130f0c Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x130f0c Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0x1f1c14 Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0x1f1c14 Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x1c1414 Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x1a1114 Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x272117 Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x272017 Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0x362f24 Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0x362f24 Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x53323e Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x53343e Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x3e3527 Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x3f3628 Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0x826147 Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0x826147 Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x0c130c Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x0a0f08 Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x534635 Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x534632 Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0xaa7f5d Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0xa67d5c Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x0e140c Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x14110e Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x63543d Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x63543e Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0x796952 Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0x776951 Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x11140e Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x11130e Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x65573e Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x675841 Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0x766850 Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0x776850 Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x11130e Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x11140e Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x6b5b43 Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x6b5d45 Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:0 | C: 0x786951 Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:0 | C: 0x786a51 Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.000000
INFO - MiscDetections\Waitforspawn_heavy | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:0 matches:0 | C: 0x141a11 Ref: 0xFF9AC1
COLORS - MiscDetections\Waitforspawn_heavy | y:1 matches:0 | C: 0x11140e Ref: 0xFF9AC1
INFO - MiscDetections\Waitforspawn_heavy | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\Waitforspawn | Color Check Started |  0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:0 matches:0 | C: 0x63533c Ref: 0xFFFFFF
COLORS - MiscDetections\Waitforspawn | y:1 matches:0 | C: 0x63533c Ref: 0xFFFFFF
INFO - MiscDetections\Waitforspawn | Color Check Finished |  0xFFFFFF | 0.000000
INFO - MiscDetections\Waitforspawn_map | Color Check Started |  0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:0 matches:1 | C: 0xcb986f Ref: 0xCB986F
COLORS - MiscDetections\Waitforspawn_map | y:1 matches:3 | C: 0xcb986f Ref: 0xCB986F
INFO - MiscDetections\Waitforspawn_map | Color Check Finished |  0xCB986F | 0.750000
INFO - MiscDetections\WeaponSwap | Color Check Started |  0xFF9AC1
COLORS - MiscDetections\WeaponSwap | y:0 matches:0 | C: 0xd681a1 Ref: 0xFF9AC1
COLORS - MiscDetections\WeaponSwap | y:1 matches:0 | C: 0xd681a1 Ref: 0xFF9AC1
INFO - MiscDetections\WeaponSwap | Color Check Finished |  0xFF9AC1 | 0.000000
INFO - MiscDetections\WeaponSwap | Color Check Started |  0xFF99C2
COLORS - MiscDetections\WeaponSwap | y:0 matches:0 | C: 0xd681a1 Ref: 0xFF99C2
COLORS - MiscDetections\WeaponSwap | y:1 matches:0 | C: 0xd681a1 Ref: 0xFF99C2
INFO - MiscDetections\WeaponSwap | Color Check Finished |  0xFF99C2 | 0.000000
INFO - Detection\Chest21 | Color Check Started |  0xFFFFFF
COLORS - Detection\Chest21 | y:0 matches:0 | C: 0x2363a8 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:1 matches:0 | C: 0x2362a5 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:2 matches:0 | C: 0x2362a3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:3 matches:0 | C: 0x2160a3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:4 matches:0 | C: 0x1f5fa4 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:5 matches:0 | C: 0x1f5ba3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:6 matches:0 | C: 0x1d5ba3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:7 matches:0 | C: 0x1d5ba3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:8 matches:0 | C: 0x1d5ba3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:9 matches:0 | C: 0x1d5ba3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:10 matches:0 | C: 0x1d5ba3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:11 matches:0 | C: 0x1d5ba3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:12 matches:0 | C: 0x1d5ba3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:13 matches:0 | C: 0x1d5ca3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:14 matches:0 | C: 0x1f5ca3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:15 matches:0 | C: 0x215fa2 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:16 matches:0 | C: 0x2460a3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:17 matches:0 | C: 0x2762a2 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:18 matches:0 | C: 0x2763a3 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:19 matches:0 | C: 0x2763a4 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:20 matches:0 | C: 0x2765a6 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:21 matches:0 | C: 0x2765a9 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:22 matches:0 | C: 0x2765a7 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:23 matches:0 | C: 0x2464a8 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:24 matches:0 | C: 0x2363a8 Ref: 0xFFFFFF
INFO - Detection\Chest21 | Color Check Finished |  0xFFFFFF | 0.000000
INFO - Detection\Chest21 | Color Check Started |  0xFFFFFF
COLORS - Detection\Chest21 | y:0 matches:0 | C: 0x2161a4 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:1 matches:0 | C: 0x2161a2 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:2 matches:0 | C: 0x2160a1 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:3 matches:0 | C: 0x205ea1 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:4 matches:0 | C: 0x1d5da1 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:5 matches:0 | C: 0x1d5aa1 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:6 matches:0 | C: 0x1c5aa0 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:7 matches:0 | C: 0x1c5aa0 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:8 matches:0 | C: 0x1c5aa0 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:9 matches:0 | C: 0x1c5aa0 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:10 matches:0 | C: 0x1c5aa0 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:11 matches:0 | C: 0x1c5aa0 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:12 matches:0 | C: 0x1c5aa0 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:13 matches:0 | C: 0x1c5aa0 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:14 matches:0 | C: 0x1d5aa0 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:15 matches:0 | C: 0x215da0 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:16 matches:0 | C: 0x235ea0 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:17 matches:0 | C: 0x2660a0 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:18 matches:0 | C: 0x2662a1 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:19 matches:0 | C: 0x2662a2 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:20 matches:0 | C: 0x2663a2 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:21 matches:0 | C: 0x2663a6 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:22 matches:0 | C: 0x2663a5 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:23 matches:0 | C: 0x2362a5 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:24 matches:0 | C: 0x2161a4 Ref: 0xFFFFFF
INFO - Detection\Chest21 | Color Check Finished |  0xFFFFFF | 0.000000
INFO - Detection\Chest21 | Color Check Started |  0xFFFFFF
COLORS - Detection\Chest21 | y:0 matches:0 | C: 0x1c3e68 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:1 matches:0 | C: 0x1c3e68 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:2 matches:0 | C: 0x1c3e68 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:3 matches:0 | C: 0x1c3e68 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:4 matches:0 | C: 0x1c3e68 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:5 matches:0 | C: 0x1c3e68 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:6 matches:0 | C: 0x1c3e68 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:7 matches:0 | C: 0x1c3e68 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:8 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:9 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:10 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:11 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:12 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:13 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:14 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:15 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:16 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:17 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:18 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:19 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:20 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:21 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:22 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:23 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:24 matches:0 | C: 0x1c3e67 Ref: 0xFFFFFF
INFO - Detection\Chest21 | Color Check Finished |  0xFFFFFF | 0.000000
INFO - Detection\Chest21 | Color Check Started |  0xFFFFFF
COLORS - Detection\Chest21 | y:0 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:1 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:2 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:3 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:4 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:5 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:6 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:7 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:8 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:9 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:10 matches:0 | C: 0x1c4775 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:11 matches:0 | C: 0x1c4775 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:12 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:13 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:14 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:15 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:16 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:17 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:18 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:19 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
COLORS - Detection\Chest21 | y:20 matches:0 | C: 0x1c4774 Ref: 0xFFFFFF
