Loot Monitor | Starting Chest Checking
28 29 | C: 0x43443f Ref: 16770507
29 29 | C: 0x3c413b Ref: 16770507
30 29 | C: 0x3d443c Ref: 16770507
31 29 | C: 0x3f433f Ref: 16770507
19 50 | C: 0x264e31 Ref: 0x488DD8
20 50 | C: 0x324c32 Ref: 0x488DD8
1 51 | C: 0x5d5c4e Ref: 0x488DD8
2 51 | C: 0x5f5e54 Ref: 0x488DD8
2 30 | C: 0x373435 Ref: 16770507
3 30 | C: 0x3e3b3b Ref: 16770507
4 30 | C: 0x3d3d3b Ref: 16770507
5 30 | C: 0x3b3638 Ref: 16770507
3 51 | C: 0x525a51 Ref: 0x488DD8
4 51 | C: 0x3f534b Ref: 0x488DD8
5 51 | C: 0x2f4b41 Ref: 0x488DD8
6 51 | C: 0x30483d Ref: 0x488DD8
6 30 | C: 0x383134 Ref: 16770507
7 30 | C: 0x383236 Ref: 16770507
8 30 | C: 0x1c6336 Ref: 16770507
9 30 | C: 0x1c6232 Ref: 16770507
1 52 | C: 0x5b594b Ref: 0x488DD8
2 52 | C: 0x655f52 Ref: 0x488DD8
3 52 | C: 0x616157 Ref: 0x488DD8
4 52 | C: 0x52645b Ref: 0x488DD8
15 30 | C: 0x24532a Ref: 16770507
16 30 | C: 0x234423 Ref: 16770507
17 30 | C: 0x3a373a Ref: 16770507
18 30 | C: 0x3c3c3d Ref: 16770507
12 52 | C: 0x6e705e Ref: 0x488DD8
13 52 | C: 0x6e7362 Ref: 0x488DD8
14 52 | C: 0x677364 Ref: 0x488DD8
15 52 | C: 0x647165 Ref: 0x488DD8
30 30 | C: 0x414a3e Ref: 16770507
31 30 | C: 0x464e4a Ref: 16770507
32 30 | C: 0x434342 Ref: 16770507
33 30 | C: 0x433f3f Ref: 16770507
20 52 | C: 0x203d30 Ref: 0x488DD8
1 53 | C: 0x4d4f42 Ref: 0x488DD8
2 53 | C: 0x5d594c Ref: 0x488DD8
3 53 | C: 0x615e52 Ref: 0x488DD8
4 31 | C: 0x3c3a3a Ref: 16770507
5 31 | C: 0x3b373a Ref: 16770507
6 31 | C: 0x373235 Ref: 16770507
7 31 | C: 0x3e3d3d Ref: 16770507
9 53 | C: 0x636359 Ref: 0x488DD8
10 53 | C: 0x5d635b Ref: 0x488DD8
11 53 | C: 0x5d665c Ref: 0x488DD8
12 53 | C: 0x60695e Ref: 0x488DD8
24 31 | C: 0x447f4d Ref: 16770507
25 31 | C: 0x3e4741 Ref: 16770507
26 31 | C: 0x3a3c36 Ref: 16770507
27 31 | C: 0x3a3f36 Ref: 16770507
15 54 | C: 0x61695c Ref: 0x488DD8
16 54 | C: 0x676d5e Ref: 0x488DD8
17 54 | C: 0x676c5e Ref: 0x488DD8
18 54 | C: 0x606c62 Ref: 0x488DD8
19 54 | C: 0x606f66 Ref: 0x488DD8
20 54 | C: 0x546860 Ref: 0x488DD8
1 55 | C: 0x445145 Ref: 0x488DD8
2 55 | C: 0x485246 Ref: 0x488DD8
3 55 | C: 0x485147 Ref: 0x488DD8
Loot Monitor | Starting Color Compare
1 0 | C: 0x232323 Ref: 16770763
2 0 | C: 0x212121 Ref: 16770763
3 0 | C: 0x202020 Ref: 16770763
11 55 | C: 0x606159 Ref: 0x488DD8
12 55 | C: 0x5f655e Ref: 0x488DD8
13 55 | C: 0x5e685f Ref: 0x488DD8
14 55 | C: 0x61695c Ref: 0x488DD8
9 0 | C: 0x2b2b2b Ref: 16770763
10 0 | C: 0x212323 Ref: 16770763
11 0 | C: 0x1a1c1c Ref: 16770763
12 0 | C: 0x1a1a1c Ref: 16770763
17 55 | C: 0x616659 Ref: 0x488DD8
18 55 | C: 0x5f675b Ref: 0x488DD8
19 55 | C: 0x606a60 Ref: 0x488DD8
20 55 | C: 0x52635a Ref: 0x488DD8
16 0 | C: 0x171919 Ref: 16770763
17 0 | C: 0x161616 Ref: 16770763
18 0 | C: 0x131314 Ref: 16770763
19 0 | C: 0x111113 Ref: 16770763
5 56 | C: 0x2b3a2f Ref: 0x488DD8
6 56 | C: 0x364c43 Ref: 0x488DD8
7 56 | C: 0x435951 Ref: 0x488DD8
8 56 | C: 0x475a52 Ref: 0x488DD8
33 0 | C: 0x111113 Ref: 16770763
34 0 | C: 0x131314 Ref: 16770763
1 1 | C: 0x232324 Ref: 16770763
2 1 | C: 0x232323 Ref: 16770763
17 56 | C: 0x616358 Ref: 0x488DD8
18 56 | C: 0x646659 Ref: 0x488DD8
19 56 | C: 0x5c6357 Ref: 0x488DD8
20 56 | C: 0x4b5b4f Ref: 0x488DD8
5 1 | C: 0x202020 Ref: 16770763
6 1 | C: 0x1f1f20 Ref: 16770763
7 1 | C: 0x1f1f1f Ref: 16770763
8 1 | C: 0x212121 Ref: 16770763
1 57 | C: 0x646558 Ref: 0x488DD8
2 57 | C: 0x626557 Ref: 0x488DD8
3 57 | C: 0x616254 Ref: 0x488DD8
4 57 | C: 0x55594b Ref: 0x488DD8
9 1 | C: 0x2a2a2a Ref: 16770763
10 1 | C: 0x2b2b2c Ref: 16770763
11 1 | C: 0x272728 Ref: 16770763
12 1 | C: 0x1d1d1f Ref: 16770763
11 58 | C: 0x716a5a Ref: 0x488DD8
12 58 | C: 0x7d715f Ref: 0x488DD8
13 58 | C: 0x837662 Ref: 0x488DD8
14 58 | C: 0x847965 Ref: 0x488DD8
19 1 | C: 0x111313 Ref: 16770763
20 1 | C: 0x111111 Ref: 16770763
21 1 | C: 0x0f1111 Ref: 16770763
22 1 | C: 0x0f1111 Ref: 16770763
15 58 | C: 0x817866 Ref: 0x488DD8
16 58 | C: 0x7f7463 Ref: 0x488DD8
17 58 | C: 0x796d5e Ref: 0x488DD8
18 58 | C: 0x696357 Ref: 0x488DD8
17 2 | C: 0x171717 Ref: 16770763
18 2 | C: 0x141416 Ref: 16770763
19 2 | C: 0x131313 Ref: 16770763
20 2 | C: 0x111113 Ref: 16770763
13 59 | C: 0x7f7260 Ref: 0x488DD8
14 59 | C: 0x827663 Ref: 0x488DD8
15 59 | C: 0x817865 Ref: 0x488DD8
16 59 | C: 0x827965 Ref: 0x488DD8
18 3 | C: 0x141414 Ref: 16770763
19 3 | C: 0x111313 Ref: 16770763
20 3 | C: 0x111111 Ref: 16770763
21 3 | C: 0x0f1111 Ref: 16770763
10 60 | C: 0x4c605b Ref: 0x488DD8
11 60 | C: 0x62635a Ref: 0x488DD8
12 60 | C: 0x736a5d Ref: 0x488DD8
22 3 | C: 0x141416 Ref: 16770763
23 3 | C: 0x171719 Ref: 16770763
24 3 | C: 0x1c1c1d Ref: 16770763
25 3 | C: 0x1d1d1f Ref: 16770763
26 3 | C: 0x1f1f20 Ref: 16770763
6 62 | C: 0x35514a Ref: 0x488DD8
7 62 | C: 0x325453 Ref: 0x488DD8
8 62 | C: 0x385d5f Ref: 0x488DD8
9 62 | C: 0x3c6062 Ref: 0x488DD8
11 4 | C: 0x191a1a Ref: 16770763
12 4 | C: 0x1f1f1f Ref: 16770763
13 4 | C: 0x282828 Ref: 16770763
14 4 | C: 0x2b2b2b Ref: 16770763
12 62 | C: 0x445b51 Ref: 0x488DD8
13 62 | C: 0x4b5e57 Ref: 0x488DD8
14 62 | C: 0x5f6960 Ref: 0x488DD8
16 4 | C: 0x1a1a1a Ref: 16770763
17 4 | C: 0xb5cbd0 Ref: 16770763
18 4 | C: 0xb6ccd3 Ref: 16770763
19 4 | C: 0x3c4244 Ref: 16770763
15 62 | C: 0x727262 Ref: 0x488DD8
16 62 | C: 0x7b725e Ref: 0x488DD8
17 62 | C: 0x7c6f5a Ref: 0x488DD8
18 62 | C: 0x756c59 Ref: 0x488DD8
20 4 | C: 0x1a1c1c Ref: 16770763
21 4 | C: 0x1f1f20 Ref: 16770763
22 4 | C: 0x1f1f20 Ref: 16770763
23 4 | C: 0x1d1d1f Ref: 16770763
19 62 | C: 0x6a6859 Ref: 0x488DD8
20 62 | C: 0x63655a Ref: 0x488DD8
1 63 | C: 0x616053 Ref: 0x488DD8
2 63 | C: 0x5b5d50 Ref: 0x488DD8
24 4 | C: 0x1a1a1c Ref: 16770763
25 4 | C: 0x171719 Ref: 16770763
26 4 | C: 0x131314 Ref: 16770763
27 4 | C: 0x0f0f11 Ref: 16770763
3 63 | C: 0x4a554b Ref: 0x488DD8
4 63 | C: 0x364e46 Ref: 0x488DD8
5 63 | C: 0x2d4a42 Ref: 0x488DD8
6 63 | C: 0x27453c Ref: 0x488DD8
34 4 | C: 0x0e0f0f Ref: 16770763
1 5 | C: 0xb8ced5 Ref: 16770763
2 5 | C: 0xb8ced5 Ref: 16770763
3 5 | C: 0xb8cdd5 Ref: 16770763
7 63 | C: 0x23433b Ref: 0x488DD8
8 63 | C: 0x274b48 Ref: 0x488DD8
9 63 | C: 0x305357 Ref: 0x488DD8
10 63 | C: 0x31585a Ref: 0x488DD8
4 5 | C: 0xafc4c9 Ref: 16770763
5 5 | C: 0x323638 Ref: 16770763
6 5 | C: 0x1a1a1c Ref: 16770763
7 5 | C: 0x1a1a1a Ref: 16770763
11 63 | C: 0x375c5b Ref: 0x488DD8
12 63 | C: 0x41615e Ref: 0x488DD8
13 63 | C: 0x4d6663 Ref: 0x488DD8
14 63 | C: 0x607169 Ref: 0x488DD8
19 5 | C: 0x414647 Ref: 16770763
20 5 | C: 0x19191a Ref: 16770763
21 5 | C: 0x141414 Ref: 16770763
22 5 | C: 0x131313 Ref: 16770763
2 64 | C: 0x575f54 Ref: 0x488DD8
3 64 | C: 0x465a50 Ref: 0x488DD8
4 64 | C: 0x345048 Ref: 0x488DD8
5 64 | C: 0x2a4a42 Ref: 0x488DD8
23 5 | C: 0x111111 Ref: 16770763
24 5 | C: 0x0f0f11 Ref: 16770763
25 5 | C: 0x0f0f11 Ref: 16770763
26 5 | C: 0x0f0f11 Ref: 16770763
5 65 | C: 0x2d514a Ref: 0x488DD8
6 65 | C: 0x2c4f47 Ref: 0x488DD8
7 65 | C: 0x27473e Ref: 0x488DD8
8 65 | C: 0x234237 Ref: 0x488DD8
29 5 | C: 0x0f0f11 Ref: 16770763
30 5 | C: 0x0f0f11 Ref: 16770763
31 5 | C: 0x0f0f11 Ref: 16770763
32 5 | C: 0x0f0f0f Ref: 16770763
9 65 | C: 0x28463f Ref: 0x488DD8
10 65 | C: 0x325352 Ref: 0x488DD8
11 65 | C: 0x385b60 Ref: 0x488DD8
12 65 | C: 0x385e62 Ref: 0x488DD8
18 6 | C: 0xb7cdd4 Ref: 16770763
19 6 | C: 0x383e41 Ref: 16770763
20 6 | C: 0x0f0f0f Ref: 16770763
21 6 | C: 0x0f0f0f Ref: 16770763
19 65 | C: 0x6c7567 Ref: 0x488DD8
20 65 | C: 0x747a6c Ref: 0x488DD8
1 66 | C: 0x41574a Ref: 0x488DD8
2 66 | C: 0x36534a Ref: 0x488DD8
22 6 | C: 0x0f0f0f Ref: 16770763
23 6 | C: 0x0f0f0f Ref: 16770763
24 6 | C: 0x0f0f0f Ref: 16770763
25 6 | C: 0x0f0f11 Ref: 16770763
11 67 | C: 0x556662 Ref: 0x488DD8
12 67 | C: 0x4b615e Ref: 0x488DD8
13 67 | C: 0x3e5a57 Ref: 0x488DD8
14 67 | C: 0x3b5851 Ref: 0x488DD8
17 7 | C: 0xb5cbd1 Ref: 16770763
18 7 | C: 0xb8ced5 Ref: 16770763
19 7 | C: 0x42474a Ref: 16770763
15 67 | C: 0x38554b Ref: 0x488DD8
16 67 | C: 0x3a574c Ref: 0x488DD8
17 67 | C: 0x48635a Ref: 0x488DD8
18 67 | C: 0x5b6f65 Ref: 0x488DD8
20 7 | C: 0x141414 Ref: 16770763
21 7 | C: 0x0f0f0f Ref: 16770763
22 7 | C: 0x0e0f0f Ref: 16770763
23 7 | C: 0x0f0f0f Ref: 16770763
24 7 | C: 0x0f0f0f Ref: 16770763
12 69 | C: 0x71786e Ref: 0x488DD8
13 69 | C: 0x6c756e Ref: 0x488DD8
14 69 | C: 0x67726c Ref: 0x488DD8
25 7 | C: 0x0f0f0f Ref: 16770763
26 7 | C: 0x0f0f0f Ref: 16770763
27 7 | C: 0x0f0f0f Ref: 16770763
28 7 | C: 0x0f0f11 Ref: 16770763
29 7 | C: 0x0f0f11 Ref: 16770763
6 70 | C: 0x797866 Ref: 0x488DD8
7 70 | C: 0x737565 Ref: 0x488DD8
8 70 | C: 0x6c6f61 Ref: 0x488DD8
9 70 | C: 0x727061 Ref: 0x488DD8
30 7 | C: 0x0f0f11 Ref: 16770763
31 7 | C: 0x0f0f11 Ref: 16770763
32 7 | C: 0x0f0f11 Ref: 16770763
10 70 | C: 0x767262 Ref: 0x488DD8
11 70 | C: 0x757466 Ref: 0x488DD8
12 70 | C: 0x73766b Ref: 0x488DD8
13 70 | C: 0x6f776d Ref: 0x488DD8
33 7 | C: 0x0f0f0f Ref: 16770763
34 7 | C: 0x0f0f0f Ref: 16770763
1 8 | C: 0x212121 Ref: 16770763
2 8 | C: 0x212123 Ref: 16770763
14 70 | C: 0x68736c Ref: 0x488DD8
15 70 | C: 0x636f69 Ref: 0x488DD8
16 70 | C: 0x626e67 Ref: 0x488DD8
17 70 | C: 0x636e63 Ref: 0x488DD8
5 8 | C: 0xa6babf Ref: 16770763
6 8 | C: 0x232324 Ref: 16770763
7 8 | C: 0x232323 Ref: 16770763
8 8 | C: 0x616b6f Ref: 16770763
18 70 | C: 0x5a665b Ref: 0x488DD8
19 70 | C: 0x475c50 Ref: 0x488DD8
20 70 | C: 0x3e5b4e Ref: 0x488DD8
1 71 | C: 0x586152 Ref: 0x488DD8
9 8 | C: 0x9baeb3 Ref: 16770763
10 8 | C: 0xafc4cb Ref: 16770763
11 8 | C: 0xafc5cb Ref: 16770763
12 8 | C: 0x98aaaf Ref: 16770763
2 71 | C: 0x6a6f61 Ref: 0x488DD8
3 71 | C: 0x737767 Ref: 0x488DD8
4 71 | C: 0x727665 Ref: 0x488DD8
5 71 | C: 0x767462 Ref: 0x488DD8
18 8 | C: 0xb7cdd4 Ref: 16770763
19 8 | C: 0x434a4b Ref: 16770763
20 8 | C: 0x212123 Ref: 16770763
21 8 | C: 0x171717 Ref: 16770763
6 71 | C: 0x7b7563 Ref: 0x488DD8
7 71 | C: 0x777261 Ref: 0x488DD8
8 71 | C: 0x706c5c Ref: 0x488DD8
9 71 | C: 0x746c59 Ref: 0x488DD8
33 8 | C: 0x0f0f11 Ref: 16770763
34 8 | C: 0x0f0f0f Ref: 16770763
1 9 | C: 0x2a2a2a Ref: 16770763
2 9 | C: 0x424748 Ref: 16770763
10 72 | C: 0x766752 Ref: 0x488DD8
11 72 | C: 0x736858 Ref: 0x488DD8
12 72 | C: 0x6f695c Ref: 0x488DD8
13 72 | C: 0x68695e Ref: 0x488DD8
12 9 | C: 0xb3c9cf Ref: 16770763
13 9 | C: 0xb2c8ce Ref: 16770763
14 9 | C: 0x3c4243 Ref: 16770763
15 9 | C: 0x131414 Ref: 16770763
16 72 | C: 0x5b6a65 Ref: 0x488DD8
17 72 | C: 0x5b6b66 Ref: 0x488DD8
18 72 | C: 0x5c6c65 Ref: 0x488DD8
16 9 | C: 0x131314 Ref: 16770763
17 9 | C: 0xb4cad0 Ref: 16770763
18 9 | C: 0xb6ccd3 Ref: 16770763
19 9 | C: 0x3c4244 Ref: 16770763
19 72 | C: 0x5b6962 Ref: 0x488DD8
20 72 | C: 0x4f6159 Ref: 0x488DD8
1 73 | C: 0x6f6b5e Ref: 0x488DD8
2 73 | C: 0x706d60 Ref: 0x488DD8
20 9 | C: 0x212323 Ref: 16770763
21 9 | C: 0x5a6366 Ref: 16770763
22 9 | C: 0xb5cbd0 Ref: 16770763
23 9 | C: 0xb1c7cd Ref: 16770763
3 73 | C: 0x6b6a5d Ref: 0x488DD8
4 73 | C: 0x656557 Ref: 0x488DD8
5 73 | C: 0x676453 Ref: 0x488DD8
6 73 | C: 0x6c6857 Ref: 0x488DD8
24 9 | C: 0x86979b Ref: 16770763
25 9 | C: 0x859599 Ref: 16770763
26 9 | C: 0xb1c6cc Ref: 16770763
27 9 | C: 0xb4cad0 Ref: 16770763
7 73 | C: 0x6d6857 Ref: 0x488DD8
8 73 | C: 0x6f6755 Ref: 0x488DD8
9 73 | C: 0x746552 Ref: 0x488DD8
10 73 | C: 0x756552 Ref: 0x488DD8
29 9 | C: 0x0f0f0f Ref: 16770763
30 9 | C: 0x0f0f11 Ref: 16770763
31 9 | C: 0x0f0f11 Ref: 16770763
32 9 | C: 0x0f0f11 Ref: 16770763
11 73 | C: 0x716555 Ref: 0x488DD8
12 73 | C: 0x6a6358 Ref: 0x488DD8
13 73 | C: 0x646259 Ref: 0x488DD8
14 73 | C: 0x63635a Ref: 0x488DD8
33 9 | C: 0x0f0f11 Ref: 16770763
34 9 | C: 0x0f0f11 Ref: 16770763
1 10 | C: 0xaec1c7 Ref: 16770763
2 10 | C: 0xb9cfd5 Ref: 16770763
15 73 | C: 0x5f655e Ref: 0x488DD8
16 73 | C: 0x5c6761 Ref: 0x488DD8
17 73 | C: 0x5a6863 Ref: 0x488DD8
18 73 | C: 0x596a65 Ref: 0x488DD8
3 10 | C: 0xb9cfd5 Ref: 16770763
4 10 | C: 0xb5cad0 Ref: 16770763
5 10 | C: 0x3e4445 Ref: 16770763
6 10 | C: 0x212123 Ref: 16770763
19 73 | C: 0x586a64 Ref: 0x488DD8
20 73 | C: 0x526662 Ref: 0x488DD8
1 74 | C: 0x736d5c Ref: 0x488DD8
2 74 | C: 0x756e5e Ref: 0x488DD8
11 10 | C: 0x19191a Ref: 16770763
12 10 | C: 0x7f8d91 Ref: 16770763
13 10 | C: 0xb6ccd3 Ref: 16770763
14 10 | C: 0x6d7a7e Ref: 16770763
5 75 | C: 0x6a6758 Ref: 0x488DD8
6 75 | C: 0x6b6755 Ref: 0x488DD8
7 75 | C: 0x696351 Ref: 0x488DD8
8 75 | C: 0x675f4d Ref: 0x488DD8
2 11 | C: 0xabc0c5 Ref: 16770763
3 11 | C: 0x90a0a5 Ref: 16770763
4 11 | C: 0x454c4d Ref: 16770763
5 11 | C: 0x2a2b2b Ref: 16770763
14 76 | C: 0x59554a Ref: 0x488DD8
15 76 | C: 0x656053 Ref: 0x488DD8
16 76 | C: 0x68655a Ref: 0x488DD8
17 76 | C: 0x63645b Ref: 0x488DD8
30 11 | C: 0x0f0f0f Ref: 16770763
31 11 | C: 0x0f0f0f Ref: 16770763
32 11 | C: 0x0f0f11 Ref: 16770763
33 11 | C: 0x0f0f11 Ref: 16770763
10 79 | C: 0x6a6555 Ref: 0x488DD8
11 79 | C: 0x646153 Ref: 0x488DD8
12 79 | C: 0x54594e Ref: 0x488DD8
34 11 | C: 0x0f0f11 Ref: 16770763
1 12 | C: 0x2b2b2c Ref: 16770763
2 12 | C: 0x2b2b2c Ref: 16770763
3 12 | C: 0x2b2b2c Ref: 16770763
13 79 | C: 0x485348 Ref: 0x488DD8
14 79 | C: 0x51594b Ref: 0x488DD8
15 79 | C: 0x60604e Ref: 0x488DD8
16 79 | C: 0x656351 Ref: 0x488DD8
12 12 | C: 0x93a4a9 Ref: 16770763
13 12 | C: 0xb8ced5 Ref: 16770763
14 12 | C: 0x859498 Ref: 16770763
15 12 | C: 0x242626 Ref: 16770763
17 79 | C: 0x626051 Ref: 0x488DD8
18 79 | C: 0x605f52 Ref: 0x488DD8
19 79 | C: 0x5f5f55 Ref: 0x488DD8
20 79 | C: 0x5a5f59 Ref: 0x488DD8
16 12 | C: 0x232426 Ref: 16770763
17 12 | C: 0xb5cbd1 Ref: 16770763
18 12 | C: 0xb7cdd4 Ref: 16770763
19 12 | C: 0x3b4244 Ref: 16770763
Loot Monitor | Starting Chest Checking
20 12 | C: 0x657276 Ref: 16770763
21 12 | C: 0xb6ccd3 Ref: 16770763
22 12 | C: 0xb6ccd3 Ref: 16770763
1 0 | C: 0x2f3848 Ref: 0x488DD8
24 12 | C: 0xb8ced5 Ref: 16770763
18 1 | C: 0x373f4d Ref: 0x488DD8
25 13 | C: 0x1d1d1f Ref: 16770763
17 3 | C: 0x232a38 Ref: 0x488DD8
10 14 | C: 0x262626 Ref: 16770763
18 3 | C: 0x3e4855 Ref: 0x488DD8
14 15 | C: 0x859599 Ref: 16770763
11 5 | C: 0x2f3745 Ref: 0x488DD8
17 16 | C: 0xb5cbd1 Ref: 16770763
2 7 | C: 0x282d37 Ref: 0x488DD8
18 16 | C: 0xb8ced5 Ref: 16770763
19 16 | C: 0x444a4b Ref: 16770763
15 10 | C: 0x2b313e Ref: 0x488DD8
21 17 | C: 0x202121 Ref: 16770763
17 11 | C: 0x2d343f Ref: 0x488DD8
23 17 | C: 0x262626 Ref: 16770763
13 13 | C: 0x2c323e Ref: 0x488DD8
24 18 | C: 0x232424 Ref: 16770763
6 15 | C: 0x9ca0a5 Ref: 0x488DD8
26 18 | C: 0x262727 Ref: 16770763
1 17 | C: 0x2b2f37 Ref: 0x488DD8
29 19 | C: 0x262728 Ref: 16770763
14 18 | C: 0x313844 Ref: 0x488DD8
4 20 | C: 0x131314 Ref: 16770763
16 18 | C: 0x303743 Ref: 0x488DD8
8 21 | C: 0x111111 Ref: 16770763
14 20 | C: 0x8c8e91 Ref: 0x488DD8
12 22 | C: 0x0f1111 Ref: 16770763
19 20 | C: 0x313741 Ref: 0x488DD8
14 22 | C: 0x0f1111 Ref: 16770763
1 23 | C: 0x2c3038 Ref: 0x488DD8
19 23 | C: 0x161719 Ref: 16770763
20 23 | C: 0x17191a Ref: 16770763
2 25 | C: 0x2c3138 Ref: 0x488DD8
22 23 | C: 0x1a1c1d Ref: 16770763
19 26 | C: 0x2f363e Ref: 0x488DD8
26 24 | C: 0x1a1c1d Ref: 16770763
18 28 | C: 0x303641 Ref: 0x488DD8
8 25 | C: 0x141617 Ref: 16770763
20 28 | C: 0x2c323b Ref: 0x488DD8
11 26 | C: 0x161717 Ref: 16770763
14 30 | C: 0x2d353f Ref: 0x488DD8
15 30 | C: 0x323744 Ref: 0x488DD8
34 27 | C: 0x161616 Ref: 16770763
17 30 | C: 0x323843 Ref: 0x488DD8
9 29 | C: 0x1a1a1c Ref: 16770763
10 29 | C: 0x191a1a Ref: 16770763
11 29 | C: 0x191a1a Ref: 16770763
7 34 | C: 0x454f59 Ref: 0x488DD8
15 30 | C: 0x171717 Ref: 16770763
2 36 | C: 0xa0a1a6 Ref: 0x488DD8
10 31 | C: 0x171917 Ref: 16770763
11 31 | C: 0x171917 Ref: 16770763
12 37 | C: 0x4e5561 Ref: 0x488DD8
13 37 | C: 0x3a4451 Ref: 0x488DD8
14 37 | C: 0x38414f Ref: 0x488DD8
15 37 | C: 0x353c4b Ref: 0x488DD8
16 37 | C: 0x313742 Ref: 0x488DD8
17 37 | C: 0x343a45 Ref: 0x488DD8
18 37 | C: 0x313743 Ref: 0x488DD8
19 37 | C: 0x30353e Ref: 0x488DD8
20 37 | C: 0x2c343f Ref: 0x488DD8
1 38 | C: 0x38414c Ref: 0x488DD8
2 38 | C: 0x353c48 Ref: 0x488DD8
3 38 | C: 0x2c323e Ref: 0x488DD8
4 38 | C: 0x313844 Ref: 0x488DD8
5 38 | C: 0x38424d Ref: 0x488DD8
6 38 | C: 0x303842 Ref: 0x488DD8
7 38 | C: 0x353a45 Ref: 0x488DD8
8 38 | C: 0x2c323d Ref: 0x488DD8
9 38 | C: 0x363d48 Ref: 0x488DD8
10 38 | C: 0x2f3541 Ref: 0x488DD8
11 38 | C: 0x2b343e Ref: 0x488DD8
12 38 | C: 0x4c5561 Ref: 0x488DD8
13 38 | C: 0x4e5a69 Ref: 0x488DD8
14 38 | C: 0x4a5363 Ref: 0x488DD8
15 38 | C: 0x434d5c Ref: 0x488DD8
16 38 | C: 0x353d4a Ref: 0x488DD8
17 38 | C: 0x2f3541 Ref: 0x488DD8
18 38 | C: 0x363c45 Ref: 0x488DD8
19 38 | C: 0x3a3f48 Ref: 0x488DD8
20 38 | C: 0x30353d Ref: 0x488DD8
1 39 | C: 0x353d48 Ref: 0x488DD8
2 39 | C: 0x38424e Ref: 0x488DD8
3 39 | C: 0x303744 Ref: 0x488DD8
4 39 | C: 0x363e4a Ref: 0x488DD8
5 39 | C: 0x3e4853 Ref: 0x488DD8
6 39 | C: 0x4a5460 Ref: 0x488DD8
7 39 | C: 0x434c58 Ref: 0x488DD8
8 39 | C: 0x343845 Ref: 0x488DD8
9 39 | C: 0x2d353f Ref: 0x488DD8
10 39 | C: 0x353b45 Ref: 0x488DD8
11 39 | C: 0x343c45 Ref: 0x488DD8
12 39 | C: 0x353c45 Ref: 0x488DD8
13 39 | C: 0x272c3a Ref: 0x488DD8
14 39 | C: 0x2b313e Ref: 0x488DD8
15 39 | C: 0x343b46 Ref: 0x488DD8
16 39 | C: 0x38414c Ref: 0x488DD8
17 39 | C: 0x414851 Ref: 0x488DD8
18 39 | C: 0x3d444d Ref: 0x488DD8
19 39 | C: 0x363b45 Ref: 0x488DD8
20 39 | C: 0x2f363e Ref: 0x488DD8
1 40 | C: 0x2d3541 Ref: 0x488DD8
2 40 | C: 0x272c3a Ref: 0x488DD8
3 40 | C: 0x343b47 Ref: 0x488DD8
4 40 | C: 0x4d5864 Ref: 0x488DD8
5 40 | C: 0x38424d Ref: 0x488DD8
6 40 | C: 0x303741 Ref: 0x488DD8
7 40 | C: 0x4c5561 Ref: 0x488DD8
8 40 | C: 0x373e4b Ref: 0x488DD8
9 40 | C: 0x36414b Ref: 0x488DD8
10 40 | C: 0x2d323d Ref: 0x488DD8
11 40 | C: 0x262b35 Ref: 0x488DD8
12 40 | C: 0x363c46 Ref: 0x488DD8
13 40 | C: 0x2b313c Ref: 0x488DD8
14 40 | C: 0x272c38 Ref: 0x488DD8
15 40 | C: 0x272c37 Ref: 0x488DD8
16 40 | C: 0x2a2f38 Ref: 0x488DD8
17 40 | C: 0x262a35 Ref: 0x488DD8
18 40 | C: 0x323743 Ref: 0x488DD8
19 40 | C: 0x454e5a Ref: 0x488DD8
20 40 | C: 0x46505b Ref: 0x488DD8
1 41 | C: 0x282f3b Ref: 0x488DD8
2 41 | C: 0x38424e Ref: 0x488DD8
3 41 | C: 0x45505b Ref: 0x488DD8
4 41 | C: 0x353b46 Ref: 0x488DD8
5 41 | C: 0x2f3641 Ref: 0x488DD8
6 41 | C: 0x2a313b Ref: 0x488DD8
7 41 | C: 0x363d47 Ref: 0x488DD8
8 41 | C: 0x4c5561 Ref: 0x488DD8
9 41 | C: 0x353b45 Ref: 0x488DD8
10 41 | C: 0x262d3a Ref: 0x488DD8
11 41 | C: 0x262d38 Ref: 0x488DD8
12 41 | C: 0x3e434c Ref: 0x488DD8
13 41 | C: 0x272c38 Ref: 0x488DD8
14 41 | C: 0x2a303a Ref: 0x488DD8
15 41 | C: 0x2c303a Ref: 0x488DD8
16 41 | C: 0x262c38 Ref: 0x488DD8
17 41 | C: 0x262a34 Ref: 0x488DD8
18 41 | C: 0x242835 Ref: 0x488DD8
19 41 | C: 0x2d323b Ref: 0x488DD8
20 41 | C: 0x313a42 Ref: 0x488DD8
1 42 | C: 0x3f4854 Ref: 0x488DD8
2 42 | C: 0x47515d Ref: 0x488DD8
3 42 | C: 0x343845 Ref: 0x488DD8
4 42 | C: 0x303541 Ref: 0x488DD8
5 42 | C: 0x2c323d Ref: 0x488DD8
6 42 | C: 0x2c313c Ref: 0x488DD8
7 42 | C: 0x313743 Ref: 0x488DD8
8 42 | C: 0x4c5761 Ref: 0x488DD8
9 42 | C: 0x323845 Ref: 0x488DD8
10 42 | C: 0x2f343e Ref: 0x488DD8
11 42 | C: 0x2f353f Ref: 0x488DD8
12 42 | C: 0x454a53 Ref: 0x488DD8
13 42 | C: 0x2b313b Ref: 0x488DD8
14 42 | C: 0x282c36 Ref: 0x488DD8
